Part5,Labor_Cost_USD,Part_Cost_USD,Days_To_Fail_MinZero,Miles_To_Fail,Customer_Complaint,PROBLEM,Target
1469,132,50.59,691,27953,CUSTOMER STATES THERE IS LOUD CLICKING METAL NOISE WHEN TURNING AND STOPING THEN ACCELERATING. CHECK AND ADVISE.,Unconfirmed,0
1469,117,55.8,173,7161,CUSTOMER STATES WHEN COMING TO HARD STOP HARD BRAKE LIGHT FLASHES,Unconfirmed,0
1469,277.49,2076.49,441,29743,VEHICLE HAS NO BRAKES. ASKED IF WAS FOR FRONT OR REAR. WASUNSURE. PLEASE CHECK AND ADVISE,Unconfirmed,0
1469,152.6,246.86,532,38079,BRAKE PEDAL WENT TO FLOOR,Unconfirmed,0
1469,225.8,97.43,224,23660,CHECK FOR BRAKE PEDAL STICKING SLOW TO RETURN / SINCE BODYSHOP REPAIRS,Unconfirmed,0
1469,149.5,69.96,334,10384,CUSTOMER STATES THE VEHICLE STILL WILL NOT START DUE TO VERY STIFF BRAKE PEDAL.,Unconfirmed,0
1469,38,0,343,20694,BRAKE PEDAL IS SOFT AND ABS LIGHT COMES ON,Unconfirmed,0
1469,138,0,616,34479,"CUSTOMER STATES BRAKE PEDAL MAKES A SQUEAKY SOUND WHEN BEING DEPRESSED, R/I MASTER CYLINDER AND APPLIED HIGH TEMPERATURE GREASE TO BOOSTER SHAFT REINSTALLED MASTER CLYINDER",Unconfirmed,0
1469,30,0,0,7,DURING SALES DEMO CLIENT COMPLAINED OF BRAKE PEDAL KICK BACK WHEN STARTING ENGINE. - TECH ASSIST #3936810,Unconfirmed,0
1469,218.5,421.04,553,26062,C/S VEHICLE IS BRAKING ON ITS OWN CHECK AND REPORT,Unconfirmed,0
1469,492.27,52.14,243,4040,DIAGNOSE CAUSE OF REAR WHEELS LOCKING UP,Unconfirmed,0
1469,212.4,58.13,473,8817,C/S THERE IS AN AIR NOISE WHEN HE STEPS ON THE BRAKE PEDAL,Unconfirmed,0
1469,154.7,52.83,227,6507,CUSTOMER STATES VEHICLE WILL NOT TURN OVER AT TIMES. WHENIT HAPPENS THE BRAKE PEDAL IS VERY HARD AND WILL NOT PUSHDOWN. SEE HISTORY.CUSTOMER IN THRIFTY RENTAL,Unconfirmed,0
1469,40,0,652,22672,CUSTOMER STATES THE BRAKE PEDAL SINKS WHEN AT A STOP AND FOOT ON BRAKE PEDAL,Unconfirmed,0
1469,0,0,243,4040,CAR RENTAL NEEDED FOR CLAIM #: W178055,Unconfirmed,0
1469,141.3,92.49,621,26574,CUSTOMER STATES BRAKE PEDAL GOES TO THE FLOOR,Unconfirmed,0
1469,81,0,1101,39337,CUSTOMER STATES THAT THE CAR WOULD NOT START. BRAKE PEDALWAS STIFF. SAID CHECK BRAKE SYSTEM. PLEASE CHECK,Unconfirmed,0
1469,270,0,434,3746,"STRAIGHT TIME DIAGNOSE AND REPAIR AUTO ENGINE / IDLE STOP SYSTEM PROBLEM DISPLAY LIGHT ON. SCAN FOR DTC, CODE 61-12 P1507 CK ABS SYSTEM AND BRAKE BOOSTER SYSTEM RESET LIGHT SYSTEM OK",Unconfirmed,0
1469,206.7,65.26,595,17339,"CUSTOMER STATES THAT WHEN ACTUATING THE BRAKE PEDAL, THEREIS A SQUEAKING NOISE COMING FROM THE INTERIOR OF THE CAR.NOISE CONFIRMED BY ERIC PATRICIO. PLEASE CHECK/ ADVISE.",Unconfirmed,0
1469,196,232.67,14,626,"CUSTOMER STATES THAT EVERYTIME YOU APPLY THE BRAKE, THE EMERGANCY BRAKE LIGHT, THE TRACTION CONTROL LIGHT COME ON AND STAY ON. PLEASE CHECK AND ADVISE.",Unconfirmed,0
1469,190.58,56.91,0,58,CUST STATES BRAKE PEDAL GOES TO FLOOR NO BRAKES AT ALL,Unconfirmed,0
1469,54,0,0,26,DTC U0418-68 ESB FAILURE. TECH LINE REF #3933653,Unconfirmed,0
1469,78,0,77,3756,BRAKE CONCERNS CUSTOMER STATES BRAKE SYSTEM MALFUNCTION WARNING LIGHT IS ON.  ST = 423505,Unconfirmed,0
1469,224,154.99,1314,45331,CLIENT STATES HUMMING NOISE WHEN DRIVING 15MPH TO 35MPH AND THE 45 TO 60,Unconfirmed,0
1469,143,75.55,42,2349,CUSTOMER STATES BRAKE PEDAL GOES ALL THE WAY TO THE FLOOR,Unconfirmed,0
1469,52.75,7.08,597,7053,THE BRAKE PEDAL NEEDS TO BE PRESSED HARDER TO STOP HAS TO PRESS PEDAL FARTHER DOWN STOP.  BLED ENTIRE BRAKE SYSTEM AND TEST DROVE,Unconfirmed,0
1469,162,58.13,552,10638,LEAK,Unconfirmed,0
1469,162.5,72.34,166,3471,WITHIN WARRANTY GOODWILL-TECHLINE REF# 3909467 C/S VEH WILL NOT START,Unconfirmed,0
1469,154.7,59.05,67,1408,CLIENT STATES THE BRAKE PEDAL IS EXTREMELY STIFF IN THE MORNING WHEN THE VEHICLE IS COLD. PER ACURA REP-SELF ORDEREDBRAKE BOOSTER AFTER CONSULTING WITH ENGINEERING DEPT. REM OVED BOOSTER AND REPLACED IT WITH NEW UNIT. ROAD TESTED AND ALL OK,Unconfirmed,0
1469,162,64.77,729,22426,"CUSTOMER STATES THERE IS A CLICKING NOISE THAT APPEARS TOBE PRESSURE AND TEMP.RELATED WHEN BRAKES APPLIED ON THEN OFF,AD VISE.",Unconfirmed,0
1469,150,54.13,861,15606,"C/SAYS ESPECIALLY WHEN COLD IN MORNING BRAKE, THEN RELEASETHE BRAKE PEDAL, SHE CAN HEAR EXCESS NOISE THAT IS NOT EVIDENT ON OTHER TIMES BRAKING. CAR LEFT OVERNIGHT SO WE CANSTART COLD IN THE AM AND LISTEN AND ADVISE.",Unconfirmed,0
1469,147.6,57.73,764,29034,C/S THAT WHEN GOING UP A HILL THERE IS A NOSIE (CLUNK) COMING FROM THE FRONT. HAPPENS WHEN HILL ASSIST IS ACTIVATEDAND YOUR FOOT IS COMING OFF THE BRAKE PEDAL. CHECK AND ADVISE,Unconfirmed,0
1469,301.3,65.26,144,3824,C/S BRAKE PEDAL IS VERY STIFF WHEN FIRST STARTING VEHICLE IN THE MORNING.,Unconfirmed,0
1469,2056.2,204.4,556,27547,CUSTOMER REPORTS GETTING A RATTLE FROM THE DRIVERS FRONT GOING OVER THE BUMPS IN THE ROAD; NOISE IS OBVIOUS(TECHLINE#3926589),Unconfirmed,0
1469,153.4,52.83,509,20975,"CUSTOMER STATES BRAKE PEDAL IS ROCK HARD ON START UP, CANNOT PRESS PEDAL DOWN TO START CAR. BRAKE BOOSTER FAULTY, INTERNALLY LEAKING DOWN. REPLACED BRAKE BOOSTER",Unconfirmed,0
1469,0,85.41,22,2926,ALL INSTRU LIGHTS CAME ON,Unconfirmed,0
1469,136.5,52.83,229,16273,CUSTOMER STATES CUSTOMER STATES TO DIAG HISSING BRAKES.,Unconfirmed,0
1469,218.4,56.91,413,8450,CUSTOMER STATES HEARS A HISSING NOISE POSS. FROM BRAKE BOOSTER  -,Unconfirmed,0
1469,293.6,243.34,67,1512,C/S THE BRAKE LIGHT/TRAC/TPMS LIGHTS ARE ALL ON. 2ND TIME.FIRST TIME WAS ON INV#54964 AND BRAKE FLUID WAS LOW AT THAT TIME. CHECK AND ADVISE,Unconfirmed,0
1469,180.75,318.75,296,12535,CHECK FOR BRAKE PEDAL GOING DOWN TO FLOOR,Unconfirmed,0
1469,146.72,50.43,119,4596,MISCELLANEOUS REPAIR INSPECT FOR BRAKE PEDAL SINKS TO THEFLOOR WHEN AP PLIED AT STOPS,Unconfirmed,0
1469,120.9,63.45,191,9139,"BRAKE IS REAL HARD WHEN TRYING TO PUSH IN TO START VEHICLETHINKS IT SOMETHING TO DO WITH IT BEING COLD OUT!!!, TECH COMFIRMED PEDAL HARD TO PUSH, REPL. BRAKE VACUUM BOOSTER LBO:413110 FRT: 1.3 FPN: 01469-TG7-A00 DFC: 03220 SYM: 03505",Unconfirmed,0
1469,201.31,49.78,166,16133,GENERAL REPORT CUSTOMER REPORTS BRAKES STUCK ON -,Unconfirmed,0
1469,186.88,56.37,195,8339,CUSTOMER RETURNING TO HAVE THE BRAKE BOOSTER PEDAL REPLACED. PARTS ORDER ON PREVIOUS VISIT.,Unconfirmed,0
1469,275.6,69.96,973,30790,CUSTOMER STATES: THE BRAKE PEDAL BECOMES HARD TO DEPRESS WHEN STARTING THE CAR. SOMETIMES THE CAR WILL NOT EVEN START UNTIL YOU PRESS REALLY HARD ON THE BRAKE PEDAL. -,Unconfirmed,0
1469,176.8,50.59,328,18505,CUSTOMER STATES:THE BRAKE PEDAL MAKES A SQUEAK NOISE AND BOOSTER WAS ORDERED LAST VISIT,Unconfirmed,0
1469,280,142.05,1391,40906,PLEASE REFER TO LINE A FOR RELATED REPAIR-VACUUM BOOSTER -REPLACE DUE TO CONTAMINATION .,Unconfirmed,0
1469,182,57.67,311,6245,CUSTOMER STATES SINCE RECALL WAS PERFORMED LAST WEEK ; CANHEAR A SQUEEKING NOISE WHEN BRAKING UNDERNEATH DASH ADVISE,Unconfirmed,0
1469,77.4,211.04,825,24779,CLANGING NOISE WHEN BRAKE PEDAL IS DEPRESSED,Unconfirmed,0
1469,124.8,50.59,270,16341,CUSTOMER STATES POPPING NOISE IN FRONT END PLEASE CHECK AND ADVISE TECH CONFIRMED NOISE COMING FROM BRAKE VACUUM BOOSTER TECH REPLACED TEST DROVE NO FURTHER PROBLEMS,Unconfirmed,0
1469,126.1,52.83,179,11781,CUSTOMER STATES AFTER VEHICLE SITS AND YOU GET IN THE BRAKE PEDAL GOES TO THE FLOOR,Unconfirmed,0
1469,275,3.54,538,14302,CUSTOMER STATES: BRAKE PEDAL HAS EXCESSIVE TRAVEL - SEEMSTO GO DOWN TO THE FLOOR. CHECK AND ADVISE.,Unconfirmed,0
1469,178.1,65.26,133,7338,CUSTOMER STATES THE BRAKE PEDAL IS STILL HEAVY IN MORNINGSWHEN TRYING TO START CAR,Unconfirmed,0
1469,145.8,57.67,324,18609,CUSTOMER STATES THERE IS A ABNORMAL NOISE COMING FROM BRAKE PEDAL WHEN LETTING OFF OF THE PEDAL. SOUNDS LIKE PEDAL IS LOOSE.,Unconfirmed,0
1469,100.8,184.75,992,31947,CUSTOMER STATES CHECK BRAKE BOOSTER CHECKED FOUND BOOSTER FILLED WITH FLUID REPLD BOOSTER,Unconfirmed,0
1469,135.6,85.41,262,4725,INTERMITTENTLY CAR WON START AND BRAKE PEDAL IS HARDTO ENAGE,Unconfirmed,0
1469,163.8,52.83,101,3715,INTERMITTENTLY ENGINE WILL NOT START ON FIRST PRESS,Unconfirmed,0
1469,499.5,1653.36,1516,69654,C/S THEY HAD LIGHTS COME ON IN DASH *CHECK POWER STEERING SYSTEM *LOW BRAKE FLUID * CHECK VSA SYSTEM *CHECK HILL START ASSIST. FOUND 65-11 BRAKE FLUID LEVEL SWITCH MALFUNCTION. REPLACED SERVO SET.,Unconfirmed,0
1469,253,1313.38,808,16806,CUST STATES SOMETHING LEAKING INSIDE THE VEHICLE ONTO THEBRAKE PAD,Unconfirmed,0
1469,162.5,127.01,1246,54241,CLIENT STATES THE BRAKE PEDAL SQUEEKS WHEN DEPRESSING. CHECK AND ADVISE.,Unconfirmed,0
1469,154,111.19,1037,11503,"CUSTOMER STATES THAT AFTER CAR SITS THE BRAKE PEDAL BECOMES STIFF,HARD TO DEPRESS AND START VEHICLE",Unconfirmed,0
1469,94.36,42.78,521,17215,"CUSTOMER COMPLAINT THAT BRAKE WILL GO TO FLOOR , BRAKE HARD TO PRESS TO STOP",Unconfirmed,0
1469,215.9,50.59,49,2454,CUST STATES WHEN DRIVING HE PRESSED THE BRAKE PEDAL AND AND IT WENT DOWN LOW. THE BRAKES FEEL SOFT. TECHLINE REF#3920368,Unconfirmed,0
1469,210.6,58.13,309,6574,CUSTOMER STATES WHEN BACKING UP HEARING BRAKE NOISE; CHECKAND ADVISE.,Unconfirmed,0
1469,162.5,59.05,19,311,C/S WHEN STARTING THE BRAKE PEDAL IS VERY STIFF AND HARD TO DEPRESS SO THE CAR WONT START.,Unconfirmed,0
1469,267.3,63.98,360,13201,"POOR ACCELERATION AND NO POWER--FEELS LIKE THE BRAKES ARE ENGAGED. DTC 68-12, 86-11, U0101-00 STORED. BRAKE BOSTER NOT OPERATING PROPERLY AND CAUSING BRAKES TO STAY ENGAGED. REPLACED BRAKE BOOSTER AND PEDAL SPRING.  #3846848",Unconfirmed,0
1469,175.5,72.34,244,1890,C/S SEVERAL WARNING LIGHTS CAME ON - TECH LINE REF 3918452,Unconfirmed,0
1469,162.5,69.96,146,3199,CUSTOMER STATES VEH HAVING THE SAME PROBLEM WITH BRAKE VERY STIFF & CANNOT START VEH;,Unconfirmed,0
1469,206.7,65.26,737,46871,CUSTOMER REPORTS A SQUISHING TYPE NOISE FROM BRAKE PEDAL AREA WHEN DEPRESSING BRAKES,Unconfirmed,0
1469,165,0,357,17721,C/S AUTO ENGINE IDLE STOP SYSTEM PROBLEM LIGHT KEEPS COMING ON,Unconfirmed,0
1469,72,211.5,2,550,C/S WHEN ACCELARATING AT ALL SPEEDS HIS CAR IS EXTREMELY NOISEY. PLEASE TEST DRIVE. SOUNDS LIKDE A THUMPING SOUND.,Unconfirmed,0
1469,200,68.23,893,19154,CUSTOMER STATES BRAKE PEDAL IS STICKING WHEN DRIVING,Unconfirmed,0
1469,262.5,71.6,1055,30439,"ADD ON--WHILE REPLACING BRAKE MASTER CYLINDER, TECH FOUNDTHAT THE VACUUM BOOSTER WAS ALSO INOP",Unconfirmed,0
1469,476,246.88,72,1925,"S.T. AND FREIGHT OK PER Z.M. AUTH#25126 - CUST. STATES BRAKE WARNING, VSA, TIRE PRESSURE, TMPS WARNING LIGHTS ON CHECK AND ADVISE, SEE DT SUPPLY WCH LOANER",Unconfirmed,0
1469,119.94,55.8,0,7,CUSTOMER STATES NO BRAKE FLUID IN THE BRAKE LINES - UNSAFETO DRIVE,Unconfirmed,0
1469,178.2,58.13,262,22117,CUST STATES NOISE WHEN RELEASING BRAKE - INSTALL SOP BRAKEBOOSTER - IN PARTS,Unconfirmed,0
1469,262.2,59.05,433,25854,CUSTOMER STATES AFTER COMING TO A STOP AND RELEASING THE BRAKE THEY HEAR A HIGH PITCHED NOISE COMING FROM INSIDE THECABIN,Unconfirmed,0
1469,206.7,69.96,759,63971,CUSTOMER STATES BRAKE PEDAL IS POPPING AND NOT CATCHING COMPLETELY SINCE FLUID WAS EXCHANGED/MAKES POPPING NOISE WHEN LETTING OFF PEDAL,Unconfirmed,0
1469,47.45,0,248,7070,CUSTOMER S CONCERN: ERROR MESSAGE  PROBLEM DETECTED IN ELECTRONIC PARKING BRAKE. CUSTOMER HAS NEVER USED THE ELECTRONIC PARK BRAKE SINCE PURCHASE. THE ERROR MESSAGE CAME ON AT START UP TWICE IN THE SAME DAY.,Unconfirmed,0
1469,30,0,476,24613,CUSTOMER STATES CHECK ENGINE LIGHT AND CHECK BRAKE SYSTEM,Unconfirmed,0
1469,252.91,2363.03,947,40615,FEELING A THUMP UNDER DRIVERS FLOORBOARD,Unconfirmed,0
1469,163.8,52.83,81,3958,C/S BRAKE LIGHT COMING ON TECH FOUND MASTER CYLINDER LEAKING INTO BOOSTER REPLD,Unconfirmed,0
1469,16.39,0,21,816,CHECK ALL LIGHTS ON DASH,Unconfirmed,0
1469,149.21,52.83,208,6433,CUSTOMER STATES THAT SOMETIMES IN THE MORNING THE BRAKE WILL GET STIFF AND HE CANT START THE VEHICLE.,Unconfirmed,0
1469,154,55.49,320,19856,"DRIVEABILITY:  CUSTOMER STATES WHEN PRESSING ON BOTH GAS OR BRAKE PEDAL,  MAKES AN AIR NOISE THEN A LOUD POP SOUND,ALSO SQUEAK. STARTED YESTERDAY. PLEASE CHECK AND ADVISE",Unconfirmed,0
1469,475.59,252.75,21,816,"CHECK ALL LIGHTS ON DASH VSA,ACC,E-BRAKE,P/STEERING,TRACTION,HILL ASSIST,LDW,LOW BRAKE FLUID & TPMS LIGHTS ON",Unconfirmed,0
1469,258.3,246.88,155,5879,BRAKE BOOSTER AND MASTER CYLINDER LEAKING,Unconfirmed,0
1469,150.4,64.69,944,34358,ALSO FOUND BRAKE BOOSTER CONTAMINATED WITH BRAKE FLUID DUETO FLUID LEAKING FROM MASTER CYLINDER INTO BOOSTER.,Unconfirmed,0
1469,172.89,52.83,413,22568,BRAKE BOOSTER MAKING WEIRD NOISES WHEN APPLYING BRAKES,Unconfirmed,0
1469,142,0,389,10942,"CUSTOMER STATES THE AUTO ENGINE IDLE STOP LIGHT IS FLASHING, PLEASE ADVISE..CONFIRMED, TECH FOUND BRAKE BOOSTER VOLTAGE HIGH, PERFORMED SOFTWARE UPDATE, TEST DROVE.",Unconfirmed,0
1469,103.5,0,599,18158,"CUSTOMER STATES THE VSA, LDW, FCW SYSTEM FAILED AND PARKING BRAKE LIGHT WERE ALL FLASHING. CHECK AND ADVISE.",Unconfirmed,0
1469,77.1,46.25,1028,45357,CUSTOMER STATES CAN HEAR NOISE WHEN BRAKE PEDAL PRESSED --- HONDA ONE TIME GOODWILL ASSISTNACE 150 C/P,Unconfirmed,0
1469,137.8,52.83,495,10487,"CONFIRMED CUSTOMER COMPLAINT, FOUND HISSING NOISE WHEN BRAKING. NEED TO REPLACE POWER BRAKE BOOSTER.",Unconfirmed,0
1469,142.5,254.91,0,16,"BRAKE PEDAL GOES TO THE FLOOR - NO FLUID IN M/CYL RESIVOR - BRAKE M/C LEAKING INTO BOOSTER AND BEING SUCKED INTO ENIGNE - REPLACE BOOSTER, HOSE AND M/C; BLED BRAKES.",Unconfirmed,0
1469,145,0,546,196,IDLE STOP MALFUNCTION LIGHT ON DASH. FOUND DTC CODE P1507 BRAKE SYSTEM FAILURE. BRAKE BOOSTER HOSE DISCONNECTED AT SENSOR.,Unconfirmed,0
1469,275,2200.77,820,36636,"C/S THAT A NOISE IS COMING FROM THE ENGINE START, SAYS IT'S WORSE WHEN A/C IS ON",Unconfirmed,0
1469,46,3.54,241,3723,CUSTOMER STATES THE BRAKES DO NOT WORK PROPERLY - HAS TO PUMP THE BRAKES JUST TO GET IT TO STOP - WHEN STARTING VEHICLE THE BRAKE PEDAL WILL GO TO THE FLOOR - CHECK AND ADVISE,Unconfirmed,0
1469,151.2,88.95,1126,33303,"CUSTOMER STATES THAT THERE IS STILL A RUBBING AND OR EXCESSIVE AIR NOISE COMING FROM THE BRAKE BOOSTER, BRAKE PEDALAREA WHEN PEDAL IS PRESSED AND RELEASED",Unconfirmed,0
1469,57.4,0,147,4982,"ANTI-BRAKE LOCKING SYSTEM PROBLEM. 'YOUR VEHICLE STILL HAS NORMAL BRAKING ABILITY, BUT NO ANTI-LOCK FUNCTION. USE CAUTION WHEN BRAKING'",Unconfirmed,0
1469,149.5,56.37,50,2482,CUSOTMER STATES WHEN CAR SITS A FEW HOURS OR OVERNIGHT BRAKE PEDAL IS VERY HARD TO PRESS AND CAR WILL NOT START REPLACED BRAKE BOOSTER AND REPLACE BRAKE BOOSER HOSE INTERNAL FAILURE IN BRAKE BOOSTER,Unconfirmed,0
1469,110.05,0,149,6800,CUST STATES CAR HAS VIBRATION IN GAS PEDAL AND STEERING COLUNM WHEN ACCEL FROM SLOW SPEEDS OR A STOP CHECK AND ADVISE,Unconfirmed,0
1469,230,183.46,277,12391,CUSTOMER STATES AT RANDOM TIMES GETS THE BRAKE AND VSA WARNINGS ON C0049-7B BRAKE FLUID LEVELS LOW U416-68 U1281 LOST COMM W/MICU DISCONNECT MASTER CYLINDER FROM BRAKE BOOSTER FOUND FLUID LEAKING INTO BOOSTER,Unconfirmed,0
1469,253,101.29,721,19897,CUSTOMER STATSE BRAKE LIGHTS STAY ON WHEN CAR IS PARKED; BRAKE FEELS LIKE IT IS ENGAGED WHILE DRIVING,Unconfirmed,0
1469,235.2,71.6,359,20502,OTHER  BRAKE BOOSTER,Unconfirmed,0
1469,436,109.55,300,5309,ENGINEERING COLLECTED PARTS. TL REF # 3896519. CUSTOMER STATES THE BRAKES PEDAL IS HARD AND DELAYS TO RELEASE. ENGINEERING REMOVED VAC BOOSTER BRAKE PEDAL ASSEMBLY BRAKE SWITCH AND NECESSARY HARDWARE. REPLACED VAC BOOSTER PEDAL ASSEMBLY BRAKE SWITCH,Unconfirmed,0
1469,247.5,204.67,79,4586,C/S A BUNCH OF WARNING LIGHTS HAVE COME ON. FOUND MASTER CYL LEAKING & BRAKE FLUID LOW. R&R MASTER CYL AND BRAKE BOOSTER.,Unconfirmed,0
1469,175.5,73.5,1043,33870,CUSTOMER STATES THAT ON THE FIRST DRIVE OF THE DAY THE BRAKE PEDAL IS EXTREMELY HARD. AFTER A WHILE IT GOES BACK TO NORMAL.,Unconfirmed,0
1469,175.5,191.83,315,12773,"CUST STATES BRAKE PEDAL GOES FARTHER THAN IT SHOULD, NOT BRAKING WELL. TECH FOUND BRAKE PEDAL PRESSURE INCONSISTENT;IS STIFF AND TAKES EFFORT TO STOP. TECH REPLACED BRAKE BO OST AND BLED BRAKE SYSTEN AS NEEDED. NO FURTHER ISSUE.",Unconfirmed,0
1469,391.5,106.41,171,7986,CUSTOMER STATES THE VEHICLE BRAKE HAS TOO MUCH PLAY IN ITGOES ALL THE WAY DOWN BEFORE IT FEELS LIKE ITS ENGAGING PREVIOUSLY ADJUSTED POSITION OF BRAKE PEDAL AND ENGAGEMENT CUSTOMER REQUEST WE PERFORM BRAKE INSPECTION OF THE VEHICLE,Unconfirmed,0
1469,156,195.6,340,18514,CUST STATES ALL LIGHTS CAME ON ON DASH AND VEH LOST FUNCTION,Unconfirmed,0
1469,144.3,307.92,1231,39339,THERE IS A HISSING SOUND COMING FROM THE BRAKES WHEN THE BRAKES ARE DEPRESSED,Unconfirmed,0
1469,132,50.59,801,22284,INSTALL BRAKE MASTER CYLINDER AND BRAKE BOOSTER. DIAGNOSEDAS LEAKING ON RO # 383105 DATED 8/15/16 @ MILEAGE 21;179,Unconfirmed,0
1469,288,243.34,638,19523,C/S WARNING INDICATORS ARE ON IN DASHBOARD. C/S ALL WARNING LIGHTS WERE ON PREVIOUSLY; AS OF NOW VSA AND TPMS LIGHTSARE ON. PLEASE CHECK AND ADVISE,Unconfirmed,0
1469,144,60.45,460,11307,"ABNORMAL VIBRATION WHEN APPLY BRAKE PEDAL, BOOSTER BRAKE",Unconfirmed,0
1469,158.32,64.69,966,34012,C/S LOW BRAKE FLUID CHECK ANS ADVISE PER DAVID H,Unconfirmed,0
1469,108.85,128.16,966,34012,CUSTOMER STATES BRAKE FLUID IS LOW-CHECK AND ADVISE,Unconfirmed,0
1469,216,145.59,1187,37529,THERE IS BRAKE PEDAL NOISE WHEN PUSHING THE BRAKE PEDAL; ADVISE,Unconfirmed,0
1469,121.5,58.12,1328,34378,CUSTOMER STATES THE BRAKE PEDAL WOULD NOT DEPRESS AND THE CAR WOULD NOT START,Unconfirmed,0
1469,138,85.41,92,6131,CUSTOMER STATES HEARING A POPPING SOUND WHEN RELEASING THEBRAKE AND THAN APPLYING IT. CHECK AND ADVISE,Unconfirmed,0
1469,125.21,62.88,126,3600,BRAKE PEDAL MAKES A NOISE. CHECK AND ADVISE,Unconfirmed,0
1469,260,232.67,392,33731,"CUSTOMER STATES CHECK STEERING AND VSA LIGHTS ARE ON,FOUNDFAULTY MASTER CYLINDER ABD BOOSTER,REPLACED VACUUM BOOSTE R AND MASTER CYLINDER",Unconfirmed,0
1469,175.5,59.05,114,7134,CUSTOMER STATES BRAKE PEDAL GOES ALL THE WAY DOWN WHEN BRAKING AT HIGH SPEEDS,Unconfirmed,0
1469,1134,257.5,0,14,AMH WANT PICS OF THE MODULEATOR TO SEE IF THERE IS A RED DOT ON IT AND WANT US TO PULL MASTER CYLINDER FOR INSPECTION,Unconfirmed,0
1469,304.77,1428.44,690,22975,CUSTOMER STATES THAT THE CHECK BRAKE SYSTEM; CHECK VSA LSYSTEM; CHECK EPS SYSTEM; CHECK ABS SYSTEM; AND CHECK VEHICLE HILL ASSIST LIGHTS ARE ON. CUSTOMER ALSO STATES THAT THERE IS FLUID ON HIS DRIVER FRONT MAT. CHECK AND ADVISE,Unconfirmed,0
1469,147,41.84,607,22868,C/S: REPORTED A PEDAL DROP WHEN BRAKING THEN IT WOULD KICKBACK. CONFIRMED CUSTOMERS CONCERN. TECHLINE 3881465. INST RUCTED TO REPLACE BOOSTER VAC HOSE 1ST (LEAST EXPENSIVE FIX),Unconfirmed,0
1469,149.5,52.83,67,3221,CUSTOMER STATES BRAKE PEDAL IS VERY HARD ON FIRST STARTUP.HAS TO PRESS BRAKE PEDAL VERY HARD TO GET THE STARTED. AFTER VEHICLE SET FROM 1 ARE 2 IN THE AFTERNOON UNTIL 5 THE NEXT MORNING,Unconfirmed,0
1469,162.5,72.34,83,1446,CUSTOMER STATES: ANYTIME THE CAR SITS OVER NIGHT OR FOR ALONG PERIOD OF TIME WHEN GOING TO START THE CAR THE BRAKEPEDAL IS STIFF AND SOMETIMES CAN`T START CAR. C/ACK AND ADVIE,Unconfirmed,0
1469,156,80.58,869,23030,CUST STATES WHEN STEPPING ON THE BRAKE PEDAL HEARS A CLICKIN NOISE,Unconfirmed,0
1469,138,85.41,455,11497,CUSTOMER STATES WHEN BRAKING THERE`S A HISSING NOISE,Unconfirmed,0
1469,182.4,201.89,1097,52216,CUSTOMER SAYS ALL DASH LIGHTS ARE ON AGAIN/NOT FLASHING/SEE HISTORY,Unconfirmed,0
1469,196.5,50.59,27,2654,CUSTOMER STATES BRAKE PEDAL MAKES NOISE.,Unconfirmed,0
1469,160.32,47.55,292,2662,WHEN BRAKING OVER BUMPS PEDAL SHAKES,Unconfirmed,0
1469,155.4,50.59,0,1,ELECTRONIC EMERGENCY BRAKES WILL NOT ENGAGE,Unconfirmed,0
1469,26.7,0,403,18594,C/S MASTER CYLINDER IS LOW. CHECK BRAKE FLUID. NO PROBLEM FOUND. RETURN TO CUSTOMER,Unconfirmed,0
1469,140.4,85.41,821,29203,CUSTOMER STATES ENGINE LIGHT IS ON,Unconfirmed,0
1469,153.4,52.83,199,13548,"CUST STATES BRAKE PEDAL WEAK, TOWED IN",Unconfirmed,0
1469,75.6,0,181,12590,"C/S INTERMITTENTLY WHEN START CAR BRAKE WARNING SYSTEM LIGHT COMES ON,GOES OFF WHILE DRIVING. TECH. CHECKED FAULTS FOUND U3000-49 , HONDA KNOWS ABOUT THIS ISSUE",Unconfirmed,0
1469,31.2,0,1030,20862,C/S WHEN ON HER WAY TO TAMPA FELT VEHICLE WOULD NOT EXCELERATE AND FEEL LIKE R/R WHEEL IS GARBING PLEASE CK. PERFORMED DIAG AND CLEARED CODES.,Unconfirmed,0
1469,61.8,0,125,2615,PARKING BRAKE CONCERN & BRAKE PEDAL FEELS STRANGE WITH A NOISE THAT HAPPENS RANDOMLY CUSTOMER STATES THAT THERE IS GROANING NOISE WHEN BACKING UP AFTER VEHICLE HAS BEEN PARKED. CUSTOMER STATES THAT THE BRAKE PEADL WILL RAISE AND LOWER AND CAN FEEL WI,Unconfirmed,0
1469,128.05,50.59,63,3151,"C/S BRAKE MASTER LEAKING.  LEAKING DOWN BACK SIDE, VERIFIED CONCERN, REPLACED MASTER CYLINDER AND BLED BRAKES COMPLETELY. TEST DROVE. OK",Unconfirmed,0
1469,207,93.93,120,3414,CUSTOMER STATESCHECK ENGINE LIGHT IS ON. PLEASE CHECK ANDADVISE.,Unconfirmed,0
1469,136.5,213.1,379,2899,CUSTOMER STATES LOW BRAKE FLUID WARNING LIGHT COMES ON-CHECK AND ADVISE,Unconfirmed,0
1469,198,63.62,692,33656,CUSTOMER STATES BRAKES MAKE NOISE AND BRAKE PEDAL FEELS HARD WHEN BRAKING. CHECK AND ADVISE.,Unconfirmed,0
